report_id,report_type,report_end,report_revision,tally_year,snapshot_status,source_sha256,source_page,geography_type,geography_code,geography_label,offense_code,offense_label,last_7_days_count,last_28_days_count,year_to_date_count,validation_status
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,juvenile_shooting_victims,*Juv Shooting Victims,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,major_crime_total,TOTAL,0,5,147,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,misdemeanor_theft,Theft (Misdemeanor),0,0,67,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,murder,Murder,0,0,2,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,rape,Rape,0,0,0,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,robbery,Robbery,0,0,13,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,shooting_incidents,Shooting Incidents,0,0,11,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,7,district,district_13,District 13,shooting_victims,Shooting Victims,0,0,14,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,aggravated_assault,Agg. Assault,0,0,47,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,auto_theft,Auto Theft,1,6,99,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,burglary,Burglary,0,1,61,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,felony_theft,Felony Theft,0,1,38,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,juvenile_shooting_victims,*Juv Shooting Victims,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,major_crime_total,TOTAL,1,10,265,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,misdemeanor_theft,Theft (Misdemeanor),0,12,132,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,murder,Murder,0,0,4,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,rape,Rape,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,robbery,Robbery,0,2,15,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,shooting_incidents,Shooting Incidents,0,0,10,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,9,district,district_14,District 14,shooting_victims,Shooting Victims,0,0,11,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,aggravated_assault,Agg. Assault,1,2,64,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,auto_theft,Auto Theft,0,4,37,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,burglary,Burglary,1,3,47,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,felony_theft,Felony Theft,0,3,48,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,juvenile_shooting_victims,*Juv Shooting Victims,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,major_crime_total,TOTAL,3,16,245,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,misdemeanor_theft,Theft (Misdemeanor),2,11,193,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,murder,Murder,1,1,4,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,rape,Rape,0,0,0,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,robbery,Robbery,0,3,45,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,shooting_incidents,Shooting Incidents,1,1,12,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,17,district,district_16,District 16,shooting_victims,Shooting Victims,1,1,15,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,aggravated_assault,Agg. Assault,0,3,72,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,auto_theft,Auto Theft,0,8,73,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,burglary,Burglary,0,4,52,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,felony_theft,Felony Theft,0,1,31,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,4,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,juvenile_shooting_victims,*Juv Shooting Victims,0,0,4,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,major_crime_total,TOTAL,2,21,270,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,misdemeanor_theft,Theft (Misdemeanor),1,8,116,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,murder,Murder,0,1,3,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,rape,Rape,0,0,0,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,robbery,Robbery,2,4,39,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,shooting_incidents,Shooting Incidents,0,0,14,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,21,district,district_17,District 17,shooting_victims,Shooting Victims,0,0,16,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,aggravated_assault,Agg. Assault,0,2,44,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,auto_theft,Auto Theft,0,5,61,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,burglary,Burglary,0,2,51,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,felony_theft,Felony Theft,0,0,28,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,juvenile_shooting_incidents,*Juv Shooting Incidents,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,juvenile_shooting_victims,*Juv Shooting Victims,0,0,1,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,major_crime_total,TOTAL,0,11,203,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,misdemeanor_theft,Theft (Misdemeanor),2,6,144,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,murder,Murder,0,0,2,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,rape,Rape,0,0,0,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,robbery,Robbery,0,2,17,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,shooting_incidents,Shooting Incidents,0,0,4,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,23,district,district_18,District 18,shooting_victims,Shooting Victims,0,0,7,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,25,district,district_19,District 19,aggravated_assault,Agg. Assault,0,0,17,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,25,district,district_19,District 19,auto_theft,Auto Theft,3,6,39,validated
year-end-compstat-2025-r1,year_end_compstat,2025-12-31,1,2025,year_end_final,3c3b151aad3d007f2279cf5735d63f591623eff526770c425b726af0d950cfb2,25,district,district_19,District 19,burglary,Burglary,0,1,22,validated
